invoice_number,invoice_date,invoice_type,direction,product_code,product_name,quantity,unit_price,total_value,partner_cui,partner_name,linked_invoice
FC1712,2024-04-15,factura,issued,P021,Placuta frana set 4buc,14,86.24,1207.36,RO56789012,SC Utilaje Campiei SRL,
FC1712,2024-04-15,factura,issued,P009,Filtru aer motor John Deere,14,62.39,873.46,RO56789012,SC Utilaje Campiei SRL,
FC2165,2024-04-15,factura,issued,P026,Buton contact pornire,11,8.78,96.58,RO33445566,SC Agro Moldova SRL,
FC2165,2024-04-15,factura,issued,P010,Bolt piston 80mm,16,18.1,289.6,RO33445566,SC Agro Moldova SRL,
FC2165,2024-04-15,factura,issued,P024,Garnitura capac distributie,9,14.9,134.1,RO33445566,SC Agro Moldova SRL,
RF5263,2024-04-15,factura,received,P007,FURTUN HID. SAE100R2 DN12 1.0M,149,17.26,2571.74,RO40000002,SC Hidraulica Industriala SRL,
FC1283,2024-04-16,factura,issued,P010,Bolt piston 80mm,17,18.11,307.87,RO78901234,SC Holding Cereale SRL,
FC1283,2024-04-16,factura,issued,P017,Pompa injectie Lucas DPC,2,797.49,1594.98,RO78901234,SC Holding Cereale SRL,
FC1440,2024-04-16,factura,issued,P008,Garnitura chiulasa U650,14,96.67,1353.38,RO34567890,SC Tehnica Agricola SA,
FC1440,2024-04-16,factura,issued,P007,Furtun hidraulic 1/2 1m,22,37.57,826.54,RO34567890,SC Tehnica Agricola SA,
RF5286,2024-04-16,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,104,47.8,4971.2,RO40000004,SC Agro Import SRL,
RF5364,2024-04-16,factura,received,P016,INJECTOR ASS. PERKINS 3.152,48,68.76,3300.48,RO40000004,SC Agro Import SRL,
RF5442,2024-04-16,factura,received,P023,RADIATOR RACIRE 4-CIL. TRACTOR T,11,153.79,1691.69,RO40000002,SC Hidraulica Industriala SRL,
FC1015,2024-04-17,factura,issued,P025,Cablu ambreiaj U651,14,27.61,386.54,RO12345678,SC Agro Muntenia SRL,
FC1015,2024-04-17,factura,issued,P002,Curea trapezoidala B68,53,22.19,1176.07,RO12345678,SC Agro Muntenia SRL,
FC1015,2024-04-17,factura,issued,P024,Garnitura capac distributie,27,14.65,395.55,RO12345678,SC Agro Muntenia SRL,
FC1015,2024-04-17,factura,issued,P017,Pompa injectie Lucas DPC,3,776.95,2330.85,RO12345678,SC Agro Muntenia SRL,
FC1284,2024-04-17,factura,issued,P017,Pompa injectie Lucas DPC,1,772.18,772.18,RO78901234,SC Holding Cereale SRL,
FC1284,2024-04-17,factura,issued,P016,Injector motor diesel Perkins,5,148.98,744.9,RO78901234,SC Holding Cereale SRL,
FC1284,2024-04-17,factura,issued,P013,Termostat motor 82C,8,31.07,248.56,RO78901234,SC Holding Cereale SRL,
FC1284,2024-04-17,factura,issued,P018,Arc supapa motor D-110,42,6.67,280.14,RO78901234,SC Holding Cereale SRL,
FC1549,2024-04-17,factura,issued,P012,Lant transmisie 428H-128L,11,53.85,592.35,RO45678901,SC Agroservice Dobrogea SRL,
FC1549,2024-04-17,factura,issued,P006,Pompa hidraulica seria 1,11,509.31,5602.41,RO45678901,SC Agroservice Dobrogea SRL,
FC2041,2024-04-17,factura,issued,P006,Pompa hidraulica seria 1,5,522.9,2614.5,RO11223344,SC Agro Suceava SRL,
FC2041,2024-04-17,factura,issued,P001,Rulment 6205-2RS SKF,32,29.08,930.56,RO11223344,SC Agro Suceava SRL,
FC2041,2024-04-17,factura,issued,P017,Pompa injectie Lucas DPC,2,798.92,1597.84,RO11223344,SC Agro Suceava SRL,
FC2101,2024-04-17,factura,issued,P018,Arc supapa motor D-110,42,6.55,275.1,RO22334455,SC Utilaje Iasi SRL,
FC2101,2024-04-17,factura,issued,P004,Bujie tractor U650,32,12.16,389.12,RO22334455,SC Utilaje Iasi SRL,
RF5593,2024-04-17,factura,received,P012,LANT SIMPLU 428H 128 ZALE,36,25.43,915.48,RO40000003,SC Auto Parts Distribution SA,
FC1785,2024-04-18,factura,issued,P008,Garnitura chiulasa U650,10,93.31,933.1,RO67890123,SC Agrotrans Olt SRL,
FC1785,2024-04-18,factura,issued,P016,Injector motor diesel Perkins,4,143.58,574.32,RO67890123,SC Agrotrans Olt SRL,
FC1785,2024-04-18,factura,issued,P005,Disc frictiune ambreiaj U650,14,214.23,2999.22,RO67890123,SC Agrotrans Olt SRL,
RF5417,2024-04-18,factura,received,P006,POMPA HIDRO. ANGRENAJ GP1 80CC,37,259.14,9588.18,RO40000004,SC Agro Import SRL,
FC1016,2024-04-19,factura,issued,P025,Cablu ambreiaj U651,25,28.62,715.5,RO12345678,SC Agro Muntenia SRL,
FC1016,2024-04-19,factura,issued,P005,Disc frictiune ambreiaj U650,31,207.46,6431.26,RO12345678,SC Agro Muntenia SRL,
FC1016,2024-04-19,factura,issued,P011,Semering ax roata 50x72x10,73,9.58,699.34,RO12345678,SC Agro Muntenia SRL,
FC1016,2024-04-19,factura,issued,P026,Buton contact pornire,23,9.06,208.38,RO12345678,SC Agro Muntenia SRL,
FC1847,2024-04-19,factura,issued,P005,Disc frictiune ambreiaj U650,10,204.91,2049.1,RO89012345,SC Piese Tractor Nord SRL,
FC1847,2024-04-19,factura,issued,P024,Garnitura capac distributie,15,15.07,226.05,RO89012345,SC Piese Tractor Nord SRL,
RF5462,2024-04-20,factura,received,P018,ARC SUPAPA MOTOR D110 SET 2BUC,228,2.8,638.4,RO40000004,SC Agro Import SRL,
RF5340,2024-04-21,factura,received,P011,SEMERING NBR 50x72x10 DIN3760,157,4.27,670.39,RO40000001,SC Rulmenti SA Barlad,
FC1017,2024-04-22,factura,issued,P017,Pompa injectie Lucas DPC,1,771.77,771.77,RO12345678,SC Agro Muntenia SRL,
FC1017,2024-04-22,factura,issued,P025,Cablu ambreiaj U651,19,27.19,516.61,RO12345678,SC Agro Muntenia SRL,
FC1017,2024-04-22,factura,issued,P016,Injector motor diesel Perkins,16,148.73,2379.68,RO12345678,SC Agro Muntenia SRL,
FC1017,2024-04-22,factura,issued,P001,Rulment 6205-2RS SKF,65,29.15,1894.75,RO12345678,SC Agro Muntenia SRL,
FC1285,2024-04-22,factura,issued,P026,Buton contact pornire,11,8.99,98.89,RO78901234,SC Holding Cereale SRL,
FC1441,2024-04-22,factura,issued,P019,Bieleta directie tractor,9,73.05,657.45,RO34567890,SC Tehnica Agricola SA,
FC1441,2024-04-22,factura,issued,P023,Radiator apa tractor 4 cilindri,2,325.26,650.52,RO34567890,SC Tehnica Agricola SA,
FC1441,2024-04-22,factura,issued,P002,Curea trapezoidala B68,26,21.76,565.76,RO34567890,SC Tehnica Agricola SA,
FC1441,2024-04-22,factura,issued,P006,Pompa hidraulica seria 1,6,527.14,3162.84,RO34567890,SC Tehnica Agricola SA,
FC1637,2024-04-22,factura,issued,P025,Cablu ambreiaj U651,11,28.34,311.74,RO23456789,SC Ferma Verde SRL,
FC1637,2024-04-22,factura,issued,P024,Garnitura capac distributie,10,14.78,147.8,RO23456789,SC Ferma Verde SRL,
FC1637,2024-04-22,factura,issued,P013,Termostat motor 82C,8,31.74,253.92,RO23456789,SC Ferma Verde SRL,
FC1928,2024-04-22,factura,issued,P022,Filtru combustibil universal,22,24.71,543.62,RO90123456,SC Bazele Agriculturii SRL,
FC1928,2024-04-22,factura,issued,P008,Garnitura chiulasa U650,13,96.5,1254.5,RO90123456,SC Bazele Agriculturii SRL,
FC2042,2024-04-23,factura,issued,P010,Bolt piston 80mm,15,17.66,264.9,RO11223344,SC Agro Suceava SRL,
FC2042,2024-04-23,factura,issued,P013,Termostat motor 82C,14,31.3,438.2,RO11223344,SC Agro Suceava SRL,
FC2042,2024-04-23,factura,issued,P016,Injector motor diesel Perkins,4,141.03,564.12,RO11223344,SC Agro Suceava SRL,
RF5143,2024-04-23,factura,received,P025,CABLU AMBREIAJ L=1200 TRACTORAS,132,12.03,1587.96,RO40000003,SC Auto Parts Distribution SA,
FC1018,2024-04-24,factura,issued,P004,Bujie tractor U650,75,12.84,963.0,RO12345678,SC Agro Muntenia SRL,
FC1018,2024-04-24,factura,issued,P025,Cablu ambreiaj U651,18,27.3,491.4,RO12345678,SC Agro Muntenia SRL,
FC1019,2024-04-26,factura,issued,P024,Garnitura capac distributie,30,15.24,457.2,RO12345678,SC Agro Muntenia SRL,
FC1550,2024-04-26,factura,issued,P018,Arc supapa motor D-110,52,6.57,341.64,RO45678901,SC Agroservice Dobrogea SRL,
FC1550,2024-04-26,factura,issued,P008,Garnitura chiulasa U650,5,94.88,474.4,RO45678901,SC Agroservice Dobrogea SRL,
FC1550,2024-04-26,factura,issued,P007,Furtun hidraulic 1/2 1m,35,38.21,1337.35,RO45678901,SC Agroservice Dobrogea SRL,
FC1550,2024-04-26,factura,issued,P003,Filtru ulei hidraulic JCB,27,85.75,2315.25,RO45678901,SC Agroservice Dobrogea SRL,
FC1713,2024-04-26,factura,issued,P020,Rulment roata fata 6307,13,41.52,539.76,RO56789012,SC Utilaje Campiei SRL,
FC1848,2024-04-26,factura,issued,P012,Lant transmisie 428H-128L,4,54.58,218.32,RO89012345,SC Piese Tractor Nord SRL,
FC1986,2024-04-26,factura,issued,P020,Rulment roata fata 6307,17,41.11,698.87,RO01234567,SC Mecanica Campului SRL,
FC1986,2024-04-26,factura,issued,P007,Furtun hidraulic 1/2 1m,31,37.83,1172.73,RO01234567,SC Mecanica Campului SRL,
FC2102,2024-04-26,factura,issued,P020,Rulment roata fata 6307,12,43.24,518.88,RO22334455,SC Utilaje Iasi SRL,
FC2102,2024-04-26,factura,issued,P011,Semering ax roata 50x72x10,26,9.62,250.12,RO22334455,SC Utilaje Iasi SRL,
FC2166,2024-04-26,factura,issued,P005,Disc frictiune ambreiaj U650,10,212.69,2126.9,RO33445566,SC Agro Moldova SRL,
FC2166,2024-04-26,factura,issued,P004,Bujie tractor U650,36,12.77,459.72,RO33445566,SC Agro Moldova SRL,
FC2166,2024-04-26,factura,issued,P008,Garnitura chiulasa U650,9,95.21,856.89,RO33445566,SC Agro Moldova SRL,
RF5032,2024-04-26,factura,received,P026,CONTACT CHEIE PORNIRE 2 POZITII,64,3.76,240.64,RO40000003,SC Auto Parts Distribution SA,
RF5119,2024-04-26,factura,received,P020,RULMENT RADIAL 6307-2Z SKF,95,19.22,1825.9,RO40000001,SC Rulmenti SA Barlad,
RF5092,2024-04-28,factura,received,P005,DISC AMBREIAJ COMPLET U-650 MAN,125,106.32,13290.0,RO40000004,SC Agro Import SRL,
FC1020,2024-04-29,factura,issued,P019,Bieleta directie tractor,27,71.67,1935.09,RO12345678,SC Agro Muntenia SRL,
FC1020,2024-04-29,factura,issued,P005,Disc frictiune ambreiaj U650,25,206.37,5159.25,RO12345678,SC Agro Muntenia SRL,
FC1020,2024-04-29,factura,issued,P025,Cablu ambreiaj U651,17,28.07,477.19,RO12345678,SC Agro Muntenia SRL,
FC1286,2024-04-29,factura,issued,P009,Filtru aer motor John Deere,16,63.02,1008.32,RO78901234,SC Holding Cereale SRL,
FC1286,2024-04-29,factura,issued,P020,Rulment roata fata 6307,11,41.7,458.7,RO78901234,SC Holding Cereale SRL,
FC1286,2024-04-29,factura,issued,P016,Injector motor diesel Perkins,3,145.29,435.87,RO78901234,SC Holding Cereale SRL,
FC1021,2024-04-30,factura,issued,P006,Pompa hidraulica seria 1,9,524.68,4722.12,RO12345678,SC Agro Muntenia SRL,
FC1021,2024-04-30,factura,issued,P026,Buton contact pornire,13,8.97,116.61,RO12345678,SC Agro Muntenia SRL,
RF5484,2024-04-30,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,55,14.58,801.9,RO40000003,SC Auto Parts Distribution SA,
FC1442,2024-05-01,factura,issued,P011,Semering ax roata 50x72x10,31,9.74,301.94,RO34567890,SC Tehnica Agricola SA,
RF5241,2024-05-01,factura,received,P003,FILTRU HIDRAULIC BT8459 / P550228,203,41.75,8475.25,RO40000005,SC Pompe si Filtre SRL,
FC1022,2024-05-02,factura,issued,P005,Disc frictiune ambreiaj U650,19,207.96,3951.24,RO12345678,SC Agro Muntenia SRL,
FC1287,2024-05-03,factura,issued,P013,Termostat motor 82C,9,31.23,281.07,RO78901234,SC Holding Cereale SRL,
FC1786,2024-05-03,factura,issued,P008,Garnitura chiulasa U650,4,95.26,381.04,RO67890123,SC Agrotrans Olt SRL,
FC1786,2024-05-03,factura,issued,P017,Pompa injectie Lucas DPC,1,771.65,771.65,RO67890123,SC Agrotrans Olt SRL,
RF5390,2024-05-03,factura,received,P001,RULMENT 6205-2RS/C3 DIN625,264,14.3,3775.2,RO40000001,SC Rulmenti SA Barlad,
RF5062,2024-05-05,factura,received,P004,BUJIE M14x1.25 ECH. U650,463,5.98,2768.74,RO40000003,SC Auto Parts Distribution SA,
FC1023,2024-05-06,factura,issued,P005,Disc frictiune ambreiaj U650,18,211.65,3809.7,RO12345678,SC Agro Muntenia SRL,
FC1023,2024-05-06,factura,issued,P004,Bujie tractor U650,76,12.3,934.8,RO12345678,SC Agro Muntenia SRL,
FC1288,2024-05-06,factura,issued,P018,Arc supapa motor D-110,30,6.47,194.1,RO78901234,SC Holding Cereale SRL,
FC1288,2024-05-06,factura,issued,P020,Rulment roata fata 6307,10,42.16,421.6,RO78901234,SC Holding Cereale SRL,
FC1288,2024-05-06,factura,issued,P011,Semering ax roata 50x72x10,26,9.34,242.84,RO78901234,SC Holding Cereale SRL,
FC1638,2024-05-06,factura,issued,P026,Buton contact pornire,9,8.84,79.56,RO23456789,SC Ferma Verde SRL,
FC1987,2024-05-06,factura,issued,P007,Furtun hidraulic 1/2 1m,20,37.16,743.2,RO01234567,SC Mecanica Campului SRL,
FC2103,2024-05-06,factura,issued,P012,Lant transmisie 428H-128L,6,54.63,327.78,RO22334455,SC Utilaje Iasi SRL,
FC2103,2024-05-06,factura,issued,P003,Filtru ulei hidraulic JCB,16,87.17,1394.72,RO22334455,SC Utilaje Iasi SRL,
FC2103,2024-05-06,factura,issued,P001,Rulment 6205-2RS SKF,25,28.96,724.0,RO22334455,SC Utilaje Iasi SRL,
FC2103,2024-05-06,factura,issued,P006,Pompa hidraulica seria 1,1,508.55,508.55,RO22334455,SC Utilaje Iasi SRL,
FC2103,2024-05-06,factura,issued,P014,Alternator 14V 55A reconditionat,1,372.6,372.6,RO22334455,SC Utilaje Iasi SRL,
FC2043,2024-05-07,factura,issued,P013,Termostat motor 82C,7,32.16,225.12,RO11223344,SC Agro Suceava SRL,
FC2043,2024-05-07,factura,issued,P016,Injector motor diesel Perkins,9,145.36,1308.24,RO11223344,SC Agro Suceava SRL,
FC2043,2024-05-07,factura,issued,P010,Bolt piston 80mm,15,17.62,264.3,RO11223344,SC Agro Suceava SRL,
FC1024,2024-05-08,factura,issued,P004,Bujie tractor U650,66,12.22,806.52,RO12345678,SC Agro Muntenia SRL,
FC1024,2024-05-08,factura,issued,P005,Disc frictiune ambreiaj U650,18,215.49,3878.82,RO12345678,SC Agro Muntenia SRL,
FC1024,2024-05-08,factura,issued,P024,Garnitura capac distributie,21,15.06,316.26,RO12345678,SC Agro Muntenia SRL,
FC1849,2024-05-08,factura,issued,P026,Buton contact pornire,4,8.81,35.24,RO89012345,SC Piese Tractor Nord SRL,
FC1849,2024-05-08,factura,issued,P004,Bujie tractor U650,31,12.29,380.99,RO89012345,SC Piese Tractor Nord SRL,
FC1929,2024-05-08,factura,issued,P013,Termostat motor 82C,9,31.48,283.32,RO90123456,SC Bazele Agriculturii SRL,
FC1929,2024-05-08,factura,issued,P018,Arc supapa motor D-110,32,6.32,202.24,RO90123456,SC Bazele Agriculturii SRL,
FC1929,2024-05-08,factura,issued,P001,Rulment 6205-2RS SKF,30,28.09,842.7,RO90123456,SC Bazele Agriculturii SRL,
FC1929,2024-05-08,factura,issued,P003,Filtru ulei hidraulic JCB,11,86.05,946.55,RO90123456,SC Bazele Agriculturii SRL,
FC1443,2024-05-09,factura,issued,P012,Lant transmisie 428H-128L,13,55.96,727.48,RO34567890,SC Tehnica Agricola SA,
FC1443,2024-05-09,factura,issued,P008,Garnitura chiulasa U650,6,92.52,555.12,RO34567890,SC Tehnica Agricola SA,
FC1443,2024-05-09,factura,issued,P001,Rulment 6205-2RS SKF,21,28.86,606.06,RO34567890,SC Tehnica Agricola SA,
FC1551,2024-05-10,factura,issued,P003,Filtru ulei hidraulic JCB,19,83.14,1579.66,RO45678901,SC Agroservice Dobrogea SRL,
FC1551,2024-05-10,factura,issued,P016,Injector motor diesel Perkins,5,145.11,725.55,RO45678901,SC Agroservice Dobrogea SRL,
FC1714,2024-05-10,factura,issued,P004,Bujie tractor U650,36,12.4,446.4,RO56789012,SC Utilaje Campiei SRL,
FC1714,2024-05-10,factura,issued,P001,Rulment 6205-2RS SKF,26,29.06,755.56,RO56789012,SC Utilaje Campiei SRL,
FC1714,2024-05-10,factura,issued,P021,Placuta frana set 4buc,14,86.96,1217.44,RO56789012,SC Utilaje Campiei SRL,
FC2167,2024-05-10,factura,issued,P008,Garnitura chiulasa U650,3,95.17,285.51,RO33445566,SC Agro Moldova SRL,
FC2167,2024-05-10,factura,issued,P025,Cablu ambreiaj U651,9,27.27,245.43,RO33445566,SC Agro Moldova SRL,
RF5287,2024-05-10,factura,received,P008,GARNITURA CHIULASA D-110 6 CIL,55,47.07,2588.85,RO40000004,SC Agro Import SRL,
RF5365,2024-05-10,factura,received,P016,INJECTOR ASS. PERKINS 3.152,28,67.79,1898.12,RO40000004,SC Agro Import SRL,
RF5144,2024-05-12,factura,received,P025,CABLU AMBREIAJ L=1200 TRACTORAS,73,11.78,859.94,RO40000003,SC Auto Parts Distribution SA,
FC1025,2024-05-13,factura,issued,P025,Cablu ambreiaj U651,14,27.87,390.18,RO12345678,SC Agro Muntenia SRL,
FC1025,2024-05-13,factura,issued,P005,Disc frictiune ambreiaj U650,15,209.58,3143.7,RO12345678,SC Agro Muntenia SRL,
FC1025,2024-05-13,factura,issued,P004,Bujie tractor U650,64,12.67,810.88,RO12345678,SC Agro Muntenia SRL,
FC1025,2024-05-13,factura,issued,P008,Garnitura chiulasa U650,17,95.99,1631.83,RO12345678,SC Agro Muntenia SRL,
FC1289,2024-05-13,factura,issued,P021,Placuta frana set 4buc,7,87.56,612.92,RO78901234,SC Holding Cereale SRL,
FC1289,2024-05-13,factura,issued,P016,Injector motor diesel Perkins,8,141.98,1135.84,RO78901234,SC Holding Cereale SRL,
FC1787,2024-05-13,factura,issued,P004,Bujie tractor U650,36,12.17,438.12,RO67890123,SC Agrotrans Olt SRL,
FC1787,2024-05-13,factura,issued,P009,Filtru aer motor John Deere,12,61.16,733.92,RO67890123,SC Agrotrans Olt SRL,
RF5218,2024-05-13,factura,received,P019,BIELETA DIRECTIE CAT.2 500MM,102,33.45,3411.9,RO40000002,SC Hidraulica Industriala SRL,
FC1850,2024-05-15,factura,issued,P021,Placuta frana set 4buc,9,88.27,794.43,RO89012345,SC Piese Tractor Nord SRL,
FC1850,2024-05-15,factura,issued,P025,Cablu ambreiaj U651,10,28.43,284.3,RO89012345,SC Piese Tractor Nord SRL,
FC1850,2024-05-15,factura,issued,P012,Lant transmisie 428H-128L,10,53.73,537.3,RO89012345,SC Piese Tractor Nord SRL,
FC1850,2024-05-15,factura,issued,P013,Termostat motor 82C,11,31.92,351.12,RO89012345,SC Piese Tractor Nord SRL,
FC2104,2024-05-15,factura,issued,P023,Radiator apa tractor 4 cilindri,1,310.74,310.74,RO22334455,SC Utilaje Iasi SRL,
FC2104,2024-05-15,factura,issued,P019,Bieleta directie tractor,5,73.78,368.9,RO22334455,SC Utilaje Iasi SRL,
FC2104,2024-05-15,factura,issued,P001,Rulment 6205-2RS SKF,24,28.41,681.84,RO22334455,SC Utilaje Iasi SRL,
RF5538,2024-05-15,factura,received,P021,KIT PLACUTE FRANA FATA 4BUC,65,39.74,2583.1,RO40000003,SC Auto Parts Distribution SA,
FC1026,2024-05-16,factura,issued,P008,Garnitura chiulasa U650,13,94.08,1223.04,RO12345678,SC Agro Muntenia SRL,
FC1290,2024-05-16,factura,issued,P018,Arc supapa motor D-110,39,6.56,255.84,RO78901234,SC Holding Cereale SRL,
FC1290,2024-05-16,factura,issued,P013,Termostat motor 82C,12,32.35,388.2,RO78901234,SC Holding Cereale SRL,
FC1444,2024-05-16,factura,issued,P012,Lant transmisie 428H-128L,14,54.01,756.14,RO34567890,SC Tehnica Agricola SA,
FC1444,2024-05-16,factura,issued,P002,Curea trapezoidala B68,19,21.42,406.98,RO34567890,SC Tehnica Agricola SA,
FC1444,2024-05-16,factura,issued,P021,Placuta frana set 4buc,13,85.53,1111.89,RO34567890,SC Tehnica Agricola SA,
RF5003,2024-05-16,factura,received,P024,GARNITURA CAPAC DISTRIBUTIE SET,100,6.46,646.0,RO40000004,SC Agro Import SRL,
RF5418,2024-05-16,factura,received,P006,POMPA HIDRO. ANGRENAJ GP1 80CC,16,255.23,4083.68,RO40000004,SC Agro Import SRL,
RF5511,2024-05-16,factura,received,P009,FILTRU AER PRIMAR JD AR50041,61,28.94,1765.34,RO40000005,SC Pompe si Filtre SRL,
RF5566,2024-05-16,factura,received,P010,BOLT PISTON D=80MM OTEL 42CrMo,58,8.47,491.26,RO40000004,SC Agro Import SRL,
RF5173,2024-05-17,factura,received,P022,FILTRU MOTORINA WF 8046 UNIV.,110,10.7,1177.0,RO40000005,SC Pompe si Filtre SRL,
RF5316,2024-05-17,factura,received,P002,CUREA B-68 LA TRAPEZ,63,10.7,674.1,RO40000003,SC Auto Parts Distribution SA,
RF5192,2024-05-18,factura,received,P017,POMPA INJECTIE LUCAS DPC 4CIL,3,377.89,1133.67,RO40000004,SC Agro Import SRL,
FC1027,2024-05-20,factura,issued,P005,Disc frictiune ambreiaj U650,13,209.02,2717.26,RO12345678,SC Agro Muntenia SRL,
FC1027,2024-05-20,factura,issued,P008,Garnitura chiulasa U650,14,93.74,1312.36,RO12345678,SC Agro Muntenia SRL,
FC1552,2024-05-20,factura,issued,P006,Pompa hidraulica seria 1,4,533.18,2132.72,RO45678901,SC Agroservice Dobrogea SRL,
FC1639,2024-05-20,factura,issued,P004,Bujie tractor U650,33,12.83,423.39,RO23456789,SC Ferma Verde SRL,
FC1639,2024-05-20,factura,issued,P025,Cablu ambreiaj U651,9,27.86,250.74,RO23456789,SC Ferma Verde SRL,
FC1639,2024-05-20,factura,issued,P017,Pompa injectie Lucas DPC,1,773.87,773.87,RO23456789,SC Ferma Verde SRL,
FC1715,2024-05-20,factura,issued,P011,Semering ax roata 50x72x10,26,9.33,242.58,RO56789012,SC Utilaje Campiei SRL,
FC1715,2024-05-20,factura,issued,P001,Rulment 6205-2RS SKF,22,27.8,611.6,RO56789012,SC Utilaje Campiei SRL,
FC1930,2024-05-20,factura,issued,P022,Filtru combustibil universal,31,23.99,743.69,RO90123456,SC Bazele Agriculturii SRL,
FC1930,2024-05-20,factura,issued,P001,Rulment 6205-2RS SKF,20,29.09,581.8,RO90123456,SC Bazele Agriculturii SRL,
FC1930,2024-05-20,factura,issued,P009,Filtru aer motor John Deere,14,63.36,887.04,RO90123456,SC Bazele Agriculturii SRL,
FC1930,2024-05-20,factura,issued,P016,Injector motor diesel Perkins,7,141.73,992.11,RO90123456,SC Bazele Agriculturii SRL,
FC1930,2024-05-20,factura,issued,P010,Bolt piston 80mm,21,17.56,368.76,RO90123456,SC Bazele Agriculturii SRL,
FC2168,2024-05-20,factura,issued,P025,Cablu ambreiaj U651,6,27.51,165.06,RO33445566,SC Agro Moldova SRL,
FC2168,2024-05-20,factura,issued,P024,Garnitura capac distributie,15,15.14,227.1,RO33445566,SC Agro Moldova SRL,
RF5485,2024-05-20,factura,received,P013,TERMOSTAT 82 GRADE UNIVERSAL,57,14.23,811.11,RO40000003,SC Auto Parts Distribution SA,
FC1291,2024-05-21,factura,issued,P021,Placuta frana set 4buc,13,89.56,1164.28,RO78901234,SC Holding Cereale SRL,
FC1291,2024-05-21,factura,issued,P016,Injector motor diesel Perkins,3,142.12,426.36,RO78901234,SC Holding Cereale SRL,
FC1291,2024-05-21,factura,issued,P013,Termostat motor 82C,9,32.42,291.78,RO78901234,SC Holding Cereale SRL,
FC1291,2024-05-21,factura,issued,P009,Filtru aer motor John Deere,12,61.96,743.52,RO78901234,SC Holding Cereale SRL,
RF5463,2024-05-21,factura,received,P018,ARC SUPAPA MOTOR D110 SET 2BUC,173,2.8,484.4,RO40000004,SC Agro Import SRL,
